init_x,init_y,final_x,final_y,time_delay,true_h0,deflection_x,deflection_y,deflection_mag,final_r,final_theta,init_r,predicted_time_delay,residual_time_delay
0.975015,-0.928758,-0.733647,-0.778865,125.737433,70.0,-1.708662,0.14989299999999994,1.7152241082998454,1.0699853311302918,-2.3263074309524576,1.3465681092276764,124.43493843734538,1.3024945626546156
0.371447,0.917483,-0.190389,-0.842506,137.551272,70.0,-0.561836,-1.759989,1.8474904522126765,0.8637501556335605,-1.7930427799811695,0.9898221704417416,140.24576377077784,-2.69449177077783
0.139364,0.298825,-0.040176,-0.001713,346.006752,70.0,-0.17953999999999998,-0.300538,0.3500824203584065,0.04021250234690699,-3.0989810674989893,0.32972519636964354,345.3848139355416,0.6219380644583907
0.351197,0.572993,-0.255197,-0.057916,246.199688,70.0,-0.606394,-0.6309089999999999,0.8750770534741498,0.26168639984722175,-2.9184265244413172,0.6720567765137109,236.25385292377572,9.945835076224284
0.289388,-0.253306,-0.068474,0.007356,345.076756,70.0,-0.35786199999999996,0.26066199999999995,0.44273004109502206,0.06886798539234322,3.0345754418677906,0.38458983889333315,344.3218661106456,0.7548898893543878
0.681156,0.192977,-0.33908,0.072181,250.156193,70.0,-1.020236,-0.12079600000000001,1.0273622386052546,0.34667757810536287,2.9318503379361203,0.7079644192083385,243.06685125711553,7.089341742884471
-0.636788,-0.491896,0.324515,-0.074392,183.139623,70.0,0.961303,0.417504,1.0480520253427308,0.3329326581893101,-0.22534698340750298,0.8046493843656378,192.02963012156764,-8.890007121567635
0.698364,-0.602221,-0.644355,-0.508316,161.059017,70.0,-1.342719,0.09390500000000002,1.3459986857296704,0.82071829629965,-2.473671726275304,0.922161812989998,160.49396668572206,0.5650503142779542
0.47488,-0.684478,-0.018363,0.085838,177.750133,70.0,-0.49324300000000004,0.770316,0.9146996211352665,0.08778019146139976,1.7815459356662942,0.8330793160822084,172.13073644273933,5.619396557260671
-0.01562,-0.526283,-0.081613,0.059393,295.822157,70.0,-0.06599300000000001,0.585676,0.5893822639213026,0.10093666438911086,2.512491170907668,0.5265147485958964,284.0509985076788,11.771158492321206
0.769016,0.859274,-0.75082,0.807307,135.302993,70.0,-1.5198360000000002,-0.051966999999999985,1.52072418142969,1.1024859475970659,2.319957217669838,1.1531424089556328,135.27635698806742,0.026636011932566817
-0.174966,-0.649815,0.137715,-0.266596,158.88284,70.0,0.312681,0.38321900000000003,0.4945970175021277,0.30006474041613085,-1.093982228970445,0.6729581230515017,181.29572492746036,-22.412884927460368
0.56126,-0.903045,0.55686,-0.680857,139.908553,70.0,-0.0043999999999999595,0.22218799999999994,0.22223156243882186,0.879579055030871,-0.8852470390610235,1.063251174288089,140.22837990997024,-0.31982690997023155
0.527342,-0.967548,-1.082914,-0.522822,135.512067,70.0,-1.610256,0.44472599999999995,1.6705405115147611,1.2025163512734451,-2.6918061321524553,1.1019250052830274,133.3478565939244,2.164210406075597
0.416747,0.260564,0.089553,-0.031937,278.411741,70.0,-0.327194,-0.292501,0.4388766895575567,0.0950773988811221,-0.34256618777071884,0.49149939990299074,289.7748073820673,-11.363066382067302
-0.692619,-0.841404,-0.655778,-0.637801,139.808919,70.0,0.03684100000000001,0.2036030000000001,0.20690925762275605,0.9147868062477726,-2.3700906981842746,1.0898081346627029,140.3982709349127,-0.5893519349126848
0.520307,0.804469,-0.502987,0.619917,152.912139,70.0,-1.023294,-0.18455199999999994,1.0398028905230068,0.7983063378540847,2.252436655251601,0.9580656272980468,153.77180999531507,-0.8596709953150707
0.709301,-0.776851,-0.708596,-0.627914,144.271989,70.0,-1.417897,0.14893699999999999,1.4256977704191027,0.9467757298389096,-2.4164889923825332,1.0519531286145785,144.21364393069013,0.058345069309865494
-0.534102,-0.657027,0.687939,-0.401258,168.821625,70.0,1.222041,0.255769,1.2485199185603728,0.7964094740050497,-0.5280313359164737,0.846728660866632,163.36062877310152,5.460996226898487
-0.649509,-0.292307,-0.336605,0.008522,233.67466,70.0,0.312904,0.30082899999999996,0.4340587523100991,0.3367128606231131,3.116280552165032,0.7122536930967786,231.68364454635764,1.9910154536423477
-0.810469,0.452689,0.500382,0.41322,176.29842,70.0,1.310851,-0.03946900000000003,1.3114450602911278,0.6489475435842252,0.6902812708156814,0.9283250134958122,174.31298986405062,1.9854301359493718
0.351601,-0.634345,-0.411562,-0.028279,202.626034,70.0,-0.763163,0.606066,0.9745428471468045,0.41253240076992737,-3.072989085932848,0.7252701856728981,202.49305352976626,0.13298047023374693
0.566473,0.717933,0.641683,0.480234,157.018701,70.0,0.07521,-0.23769900000000005,0.24931377559412962,0.8014872221345766,0.6424747666112751,0.9145050312699214,157.44570268868785,-0.42700168868785227
0.303655,-0.466328,0.25709,0.010742,255.54335,70.0,-0.04656500000000002,0.47707,0.47933712992527505,0.25731431880872857,0.04175874337311832,0.5564783577184292,248.20349490322465,7.339855096775352
0.42021,0.471409,0.194979,-0.045435,237.978748,70.0,-0.22523099999999996,-0.5168440000000001,0.5637878357121587,0.2002027713744243,-0.22893959038315148,0.6315084238400942,244.17733084428573,-6.198582844285738
0.963428,0.334333,-0.388929,-0.073831,204.539885,70.0,-1.352357,-0.40816399999999997,1.4126101041494077,0.3958747069490548,-2.95399328029693,1.019790206892084,200.69008581144845,3.8497991885515432
-0.866875,0.438617,-0.513392,0.152193,172.844764,70.0,0.353483,-0.286424,0.4549603708731124,0.5354755409101334,2.8533995991134,0.9715231023058586,171.79345799317787,1.0513060068221307
-0.157975,0.916915,1.847495,0.653637,113.677223,70.0,2.0054700000000003,-0.263278,2.022677736611545,1.9597140359741265,0.34005286282355707,0.9304242139207256,112.81826680620158,0.85895619379842
0.595185,-0.718438,0.630676,-0.301106,156.840728,70.0,0.03549100000000005,0.41733200000000004,0.4188384047636989,0.698868399780674,-0.4454321742227987,0.9329514157066272,157.67769395523882,-0.83696595523881
-0.783166,-0.676387,-0.714926,-0.618892,148.647815,70.0,0.06824000000000008,0.05749499999999996,0.08923212776237047,0.9455931964327999,-2.4280697914572533,1.0348180310204302,147.71734315836278,0.9304718416372282
-0.028964,-0.791442,-0.175885,0.155771,184.708035,70.0,-0.14692100000000002,0.947213,0.9585396432125277,0.23494709546193585,2.4167674753890593,0.7919718130463989,201.80525490582005,-17.097219905820054
0.242129,-0.540597,-1.21975,-0.349399,153.428575,70.0,-1.461879,0.19119799999999998,1.474329300341345,1.2688064169529565,-2.862611716428891,0.5923441305947076,156.1591017575479,-2.730526757547892
0.189259,0.868433,-0.050962,-1.869349,130.358453,70.0,-0.24022100000000002,-2.737782,2.7483006400983503,1.8700435313770103,-1.5980514730802566,0.8888165415708689,121.76724149658241,8.591211503417583
-0.250114,0.326206,0.114126,0.028059,298.655758,70.0,0.36424,-0.298147,0.47070416527687536,0.11752468403275969,0.24107826128909374,0.41105640419776945,321.44872892665256,-22.792970926652572
0.54495,0.972455,-0.634393,0.609951,135.330679,70.0,-1.179343,-0.36250399999999994,1.2337986309219993,0.8800538056562224,2.375834442863553,1.11473729170823,135.045046997012,0.2856320029879953
0.055059,-0.615053,0.095939,0.250555,196.683741,70.0,0.04088,0.8656079999999999,0.8665727805926055,0.26829480007260675,1.20511249297119,0.617512498893747,207.26516482966588,-10.58142382966588
0.806628,0.998172,-0.817879,0.856508,125.81625,70.0,-1.624507,-0.1416639999999999,1.6306721564879312,1.1842854439302208,2.3331280493001794,1.2833534477952673,126.6994385359507,-0.8831885359507083
0.273095,-0.090046,-0.120698,-0.00464,361.057,70.0,-0.39379299999999995,0.085406,0.40294802603437574,0.12078715496276912,-3.1031685185200666,0.2875572310706166,359.8693669560954,1.1876330439046114
0.590268,0.641959,0.708634,0.461764,164.998924,70.0,0.11836599999999997,-0.18019499999999994,0.2155939423569224,0.845806205730367,0.5775170937590021,0.8720823754124377,165.13016342969746,-0.13123942969747304
-0.598856,-0.968504,-0.676892,-0.331703,131.069194,70.0,-0.078036,0.636801,0.6415645960439212,0.75379682930681,-2.6859461221528775,1.1386959676542285,133.2636171345187,-2.1944231345187006
0.35544,-0.114414,-0.135822,-0.008235,341.107403,70.0,-0.491262,0.106179,0.5026055438263689,0.13607141841327297,-3.0810359594426227,0.3734007994046076,340.2273630580248,0.8800399419751557
-0.957249,-0.476738,0.697815,-0.331033,161.101583,70.0,1.6550639999999999,0.14570499999999997,1.6614652542623334,0.7723526534647239,-0.4429464685571901,1.0693945804262335,164.70967691888674,-3.6080939188867376
-0.535379,-0.11355,-0.196648,0.007526,306.416344,70.0,0.33873100000000006,0.121076,0.35971945754573803,0.1967919626915693,3.1033398934498453,0.547288110725055,296.54512700626236,9.871216993737619
-0.440273,0.335733,-0.174055,-0.005549,261.123012,70.0,0.26621800000000007,-0.34128200000000003,0.4328341796207874,0.17414343061396256,-3.109722720637672,0.5536758634959628,272.4683977442686,-11.345385744268583
0.664654,0.843152,0.670239,0.793819,139.877844,70.0,0.005585000000000062,-0.04933299999999996,0.049648133036399235,1.0389268125724738,0.8696077707062286,1.0736248110117426,140.5519321683745,-0.6740881683744817
0.853058,-0.648731,0.776051,-0.614377,148.669494,70.0,-0.07700699999999994,0.034353999999999996,0.08432244876069474,0.9898051589732193,-0.6696415530761668,1.0717088511928041,147.21907230400052,1.4504216959994665
0.782378,-0.570823,-0.555252,-0.474869,161.006043,70.0,-1.3376299999999999,0.09595399999999998,1.3410671821411482,0.7306198400433703,-2.434069264664519,0.9684803726524354,160.66947672346765,0.33656627653235205
0.170317,0.510092,-0.020134,-0.017985,286.432615,70.0,-0.19045099999999998,-0.528077,0.5613705561658895,0.026997003185538947,-2.4125109632372013,0.5377747938988959,300.7588774036014,-14.32626240360139
-0.884127,0.469398,0.609555,0.248681,168.922652,70.0,1.493682,-0.22071699999999997,1.5099012918773864,0.6583308725754854,0.38735931951719776,1.0010070102316966,167.24253237866745,1.680119621332551
-0.828487,-0.373533,0.529419,-0.140326,196.514497,70.0,1.3579059999999998,0.233207,1.3777859810888626,0.5477005238604395,-0.25909861561960434,0.9088000942220461,189.1167960777673,7.397700922232701
0.033484,0.764011,-0.387326,0.627472,156.011328,70.0,-0.42081,-0.13653899999999997,0.442407001098536,0.7373890025352969,2.123825007079377,0.7647443928378945,148.5851028692173,7.426225130782683
0.741051,0.838106,-0.297657,-0.014906,136.518025,70.0,-1.038708,-0.853012,1.3440772974081512,0.29802999594839447,-3.0915566780370196,1.118739581778083,131.84869893364151,4.6693260663584795
0.055756,-0.90646,2.755696,0.558539,98.253885,70.0,2.69994,1.4649990000000002,3.0717906949531897,2.811730118439001,0.1999762161121633,0.9081731460112659,101.9381858149586,-3.684300814958604
-0.874647,-0.19319,0.64717,-0.131414,199.452337,70.0,1.521817,0.061776,1.5230703383839501,0.6603776558121875,-0.20033562379344527,0.8957286144301744,192.54227420837935,6.910062791620646
-0.948942,-0.861119,-0.878042,-0.47318,130.480932,70.0,0.07089999999999996,0.387939,0.3943646506990706,0.9974252183316802,-2.647308644195249,1.2814120537613964,130.91218516163096,-0.4312531616309627
-0.832781,-0.542221,0.599464,-0.559701,161.058328,70.0,1.432245,-0.01748000000000005,1.4323516643705203,0.8201355355653113,-0.7511084681807616,0.9937443367395861,156.95946380026206,4.098864199737932
0.887627,0.34367,0.319701,-0.053516,180.33153,70.0,-0.567926,-0.397186,0.6930343859232383,0.3241491811758901,-0.16585618068701471,0.9518354689908335,201.44704376588504,-21.115513765885055
0.054255,-0.132398,0.020619,-1.5e-05,335.984562,70.0,-0.033636,0.132383,0.1365893084578731,0.020619005456131972,-0.0007274842307499577,0.14308331638943794,340.2372997924294,-4.2527377924294
0.789685,0.243521,0.258515,0.091347,214.828999,70.0,-0.5311699999999999,-0.15217399999999998,0.5525382296058797,0.27417928374332007,0.339658598588102,0.8263805882678997,239.01956158483435,-24.19056258483434
0.863143,0.844788,0.189542,-0.096055,132.292468,70.0,-0.673601,-0.940843,1.1571187743053866,0.2124917240482556,-0.46905229056913117,1.2077593317350108,130.16515025265525,2.1273177473447618
0.355765,-0.655115,-0.368609,0.110069,201.380493,70.0,-0.7243740000000001,0.765184,1.0536717922256438,0.3846917982515354,2.8514148972903097,0.7454826614013232,200.6675139448104,0.7129790551896065
-0.510054,-0.47303,0.438595,-0.102489,209.362642,70.0,0.9486490000000001,0.370541,1.0184476215702014,0.450410445200819,-0.22955661156200638,0.6956381701833216,204.51722996402404,4.845412035975954
-0.218555,0.738441,-0.018334,-0.047679,247.53294,70.0,0.200221,-0.78612,0.811217050635032,0.051082507739929915,-1.9378956697861665,0.7701047970932268,259.8686280752723,-12.335688075272287
0.978069,0.401863,-0.476249,0.042946,189.101905,70.0,-1.454318,-0.35891700000000004,1.4979526888433428,0.47818141841460127,3.051660374968852,1.0574085490149963,183.2893058386891,5.812599161310885
0.105635,-0.590364,0.001588,0.002025,314.441444,70.0,-0.104047,0.592389,0.6014569856024619,0.0025733963938732794,0.9057655849279342,0.599740281889586,305.9352829389613,8.50616106103871
-0.247992,-0.007574,0.09946,-0.000212,364.378499,70.0,0.347452,0.007362,0.34752998625730125,0.09946022593981979,-0.002131506926789634,0.2481076329740784,364.6249146938996,-0.24641569389962115
0.711547,0.968288,0.51962,0.590689,130.473085,70.0,-0.19192700000000007,-0.377599,0.42357641356666687,0.7867136957756614,0.849319269889947,1.2016159054177837,130.9328133422587,-0.45972834225869974
0.015159,0.780541,-0.06552,0.020787,259.708159,70.0,-0.080679,-0.759754,0.7640256812156252,0.06873841552581787,2.834375437975749,0.7806881886912341,272.0976990384757,-12.389540038475673
0.545134,0.06456,0.207086,0.036053,298.484367,70.0,-0.338048,-0.028507000000000005,0.3392478435495206,0.21020092817349784,0.1723691243073017,0.5489435959695677,295.33384705725206,3.1505199427479624
-0.943299,-0.019517,-0.616255,0.008122,196.018731,70.0,0.327044,0.027639,0.32820982961666456,0.61630852006848,3.1284138075284518,0.9435008832481293,189.0639560137876,6.9547749862124135
-0.030051,0.940466,0.19563,0.027867,199.769845,70.0,0.225681,-0.912599,0.9400898087746724,0.19760482430598703,0.14149555943187103,0.9409459919448088,197.34721066958357,2.422634330416429
0.420103,0.673285,-0.30764,-0.005169,190.322805,70.0,-0.727743,-0.678454,0.994942060707557,0.30768342197947557,-3.124792128102516,0.7935989048845771,197.94282108193786,-7.620016081937877
-0.106473,0.500348,0.007139,-0.081428,252.741707,70.0,0.113612,-0.5817760000000001,0.5927655529127853,0.08174034808465155,-1.4833473823529448,0.5115511908235578,265.08668917268494,-12.34498217268495
-0.651984,0.100287,0.078187,-0.041289,284.234663,70.0,0.730171,-0.141576,0.7437697580683151,0.08841938978527278,-0.48585853321356776,0.6596518920044117,285.51357936381436,-1.2789163638143464
-0.468952,0.322251,-0.289669,-0.028316,261.359498,70.0,0.17928299999999997,-0.350567,0.39375070232064346,0.2910496957857885,-3.0441492920060624,0.5690006022009115,266.057355245017,-4.697857245017019
0.068756,-0.426272,0.038262,0.056427,315.361717,70.0,-0.030494,0.482699,0.48366125401669297,0.06817614665702366,0.9749339961606686,0.4317814325790306,304.88403453799646,10.477682462003543
-0.345395,0.954306,0.638057,0.189738,175.495203,70.0,0.983452,-0.764568,1.2456893926368644,0.6656705220249729,0.28904075286724157,1.014887997594316,157.63938976283163,17.855813237168377
-0.979279,-0.741642,0.692521,-0.557061,135.468539,70.0,1.6718000000000002,0.184581,1.6819587942518095,0.8887644756413254,-0.6774155807009642,1.2284218395994921,140.20595419692782,-4.737415196927827
-0.769409,0.541828,-0.582185,0.517064,164.998733,70.0,0.18722400000000006,-0.024764000000000008,0.18885465806275475,0.778649185654875,2.415366687276255,0.9410461151638637,164.6746593162476,0.3240736837523741
0.510439,0.955142,0.832158,0.273948,139.815309,70.0,0.321719,-0.6811940000000001,0.7533447952942929,0.8760904312158647,0.31802767306310986,1.082979322464192,139.94447352805662,-0.12916452805660583
-0.923793,-0.186386,-0.262027,0.051391,228.87357,70.0,0.661766,0.237777,0.7031871304887483,0.26701906974970907,2.947922308343393,0.9424082171994257,231.44028725568742,-2.566717255687422
-0.592804,0.734852,0.484565,0.369511,153.069587,70.0,1.077369,-0.36534099999999997,1.1376282382404193,0.6093780586351957,0.651492620410315,0.9441525535208809,156.62120952968246,-3.5516225296824473
0.650849,0.823298,0.007086,-0.153783,142.091612,70.0,-0.643763,-0.977081,1.1700931931816372,0.15394616749045753,-1.524750980811905,1.0494875023576984,137.88566692175866,4.205945078241342
-0.838909,0.462744,-0.51564,0.442919,172.591336,70.0,0.32326900000000003,-0.01982499999999998,0.32387632977110264,0.6797513149387796,2.4319143623333757,0.9580711454881626,169.99297509202967,2.5983609079703456
-0.667413,0.792372,0.706525,0.708772,144.301501,70.0,1.3739379999999999,-0.08360000000000001,1.3764790546332333,1.0007673673781534,0.7869858146904581,1.0359987929302812,143.7802532622065,0.5212477377935159
-0.599158,-0.042276,0.186738,0.036786,296.705035,70.0,0.7858959999999999,0.079062,0.7898628505379905,0.1903267990588819,0.19450214243004701,0.600647624768466,288.5674702884142,8.13756471158581
-0.540311,-0.999951,-0.942605,-0.491613,130.893176,70.0,-0.40229400000000004,0.508338,0.6482653659420654,1.0631027832688615,-2.6608562475770428,1.1365905063487025,130.89502523746555,-0.001849237465535225
-0.168573,0.785386,-0.131202,-0.017725,261.315332,70.0,0.03737099999999999,-0.803111,0.8039800183847855,0.13239388365404198,-3.007308637551198,0.803273319191544,242.78080576431896,18.534526235681057
-0.024202,-0.761885,-0.083474,-0.580359,131.477347,70.0,-0.059272000000000005,0.18152600000000008,0.1909577405082078,0.586331371800111,-1.7136482803885378,0.7622693028247957,157.53204188610462,-26.054694886104613
0.994699,-0.0898,-0.328367,-0.120154,214.346704,70.0,-1.323066,-0.030353999999999992,1.3234141474504495,0.3496596493806513,-2.7908117095289637,0.9987442818865098,206.6071008445972,7.73960315540279
0.737759,-0.485668,-0.338219,-0.051188,175.798534,70.0,-1.075978,0.43448,1.160388524109059,0.34207061157749286,-2.9913868533590335,0.8832676538314986,176.65458872014122,-0.8560547201412305
-0.625622,-0.834893,0.155824,0.130987,142.644462,70.0,0.781446,0.96588,1.2424097654622648,0.20356500962837398,0.6990165630973241,1.04328769202603,146.9813279411469,-4.336865941146897
-0.0403,0.67887,0.033762,0.040218,280.424531,70.0,0.074062,-0.638652,0.6429320002519706,0.052510571964129275,0.8724444721905945,0.6800651196025275,277.1432661923886,3.2812648076114215
-0.227421,-0.26641,-0.048498,-0.012362,329.410355,70.0,0.178923,0.254048,0.31073111564984923,0.050048726737050964,-2.8920102837815915,0.35027788874121074,347.1637875438109,-17.753432543810902
0.443337,-0.829661,0.315129,-0.07781,156.245566,70.0,-0.128208,0.7518509999999999,0.7627038858331586,0.32459310334786845,-0.24207280233231918,0.9406832997826633,171.24749817005076,-15.001932170050765
-0.116332,0.809114,-0.157661,-0.217303,209.733575,70.0,-0.04132899999999999,-1.026417,1.0272487255431373,0.268472688983442,-2.198455310568729,0.8174341558926933,206.54547762962625,3.188097370373754
0.778242,-0.081739,0.16837,0.065068,246.586942,70.0,-0.609872,0.14680700000000002,0.6272927160688222,0.180505682802509,0.3687783508669986,0.7825227630459065,256.114491754187,-9.527549754186992
0.205011,-0.387675,0.120671,-0.091078,303.749907,70.0,-0.08434,0.296597,0.30835534049048025,0.15118429920133902,-0.6465424345874458,0.4385446565014788,303.368316707686,0.38159029231400154
0.344677,0.990581,0.292407,0.472741,163.033677,70.0,-0.05227000000000004,-0.5178400000000001,0.5204713426308888,0.5558650076502388,1.0168592912675032,1.048834091689434,153.02482269446546,10.008854305534555
0.693446,0.751758,0.048676,-0.139229,146.65181,70.0,-0.6447700000000001,-0.890987,1.0998118871284308,0.1474926012279938,-1.234468032797203,1.0227450539992848,149.05506782891666,-2.403257828916651
0.798205,-0.572959,-0.065871,0.117534,159.269669,70.0,-0.8640760000000001,0.690493,1.10607771735308,0.13473392222079783,2.0816211297752156,0.982554445161183,162.95154693286398,-3.6818779328639835
0.275676,-0.71839,-0.09768,-0.104943,265.62886,70.0,-0.37335599999999997,0.613447,0.7181308547507201,0.14336811238556502,-2.3203649360035756,0.7694682898443574,249.20569018176266,16.423169818237312
0.023106,0.346548,0.033559,0.00054,342.782004,70.0,0.010452999999999997,-0.34600800000000004,0.34616585804062194,0.03356334430595378,0.016089674937293807,0.34731743915329105,338.9291434452256,3.852860554774395
0.431329,-0.654851,0.307812,-0.136279,199.22564,70.0,-0.12351700000000004,0.5185719999999999,0.5330791390337836,0.3366306480179723,-0.4167955540209206,0.7841393616201141,198.83111226845946,0.3945277315405349
-0.077073,0.634779,-0.477253,-0.212749,169.193333,70.0,-0.40018,-0.847528,0.937255431130703,0.5225251793071795,-2.722255091651267,0.6394408699559326,166.59666125302246,2.5966717469775347
0.725621,-0.488435,-0.459272,-0.199598,176.15526,70.0,-1.184893,0.288837,1.219589371066344,0.5007695393971163,-2.7316218512313526,0.8746968531245554,176.98788663733453,-0.8326266373345277
0.865615,0.388346,-0.409351,0.174436,195.952638,70.0,-1.274966,-0.21391000000000002,1.2927860570318663,0.44496759353575405,2.738766808743447,0.9487370257036457,193.10875298580947,2.8438850141905334
0.928973,-0.752894,-0.514335,-0.264336,135.805464,70.0,-1.443308,0.48855799999999994,1.5237542131945034,0.5782854080132058,-2.6668573833693676,1.1957592608736092,136.1655470881931,-0.3600830881931074
0.105016,-0.996226,-0.074147,-0.203218,217.61323,70.0,-0.17916300000000002,0.7930079999999999,0.8129951221458834,0.21632228995875574,-1.9206514591712094,1.0017457777959435,208.97835020653076,8.634879793469224
0.42427,0.712089,-0.411301,0.14431,182.811962,70.0,-0.8355710000000001,-0.567779,1.010223682598067,0.4358828841569717,2.8041498770036566,0.828900341911499,181.8354375269369,0.9765244730631082
0.082643,0.977097,-0.093473,0.08023,221.342111,70.0,-0.176116,-0.896867,0.9139952194322463,0.12318301274526451,2.432286619201885,0.9805857498750428,233.22061277326165,-11.878501773261661
0.070609,0.729268,-0.056416,-0.129447,155.46307,70.0,-0.127025,-0.858715,0.8680592156356616,0.14120655390243048,-1.981798452264261,0.732678269573351,208.9205086453662,-53.45743864536621
0.806233,0.356324,0.123888,0.014607,206.526139,70.0,-0.682345,-0.341717,0.7631285652588298,0.12474614620500306,0.1173630401905889,0.8814638071214268,207.10805387466425,-0.5819148746642497
0.729187,-0.546727,0.403922,-0.186405,165.394137,70.0,-0.325265,0.360322,0.48541658800354154,0.44485931046680366,-0.43236585649980297,0.9113858093573765,166.79741359527722,-1.4032765952772195
-0.844188,-0.274071,0.050959,-0.036712,229.017227,70.0,0.895147,0.23735900000000001,0.92608177095222,0.06280597602935568,-0.6243011191793254,0.8875631202258237,236.0293070520706,-7.0120800520706155
-0.312333,0.617946,0.050728,0.014606,298.979953,70.0,0.363061,-0.60334,0.7041537085899641,0.05278887401716388,0.280344890704844,0.6923937909925247,291.40132445682565,7.578628543174375
-0.18653,0.990773,-0.124651,0.162233,215.67306,70.0,0.061879,-0.82854,0.8308474843441485,0.204590855343048,2.225935559620251,1.0081788424823246,199.23338978144605,16.439670218553943
-0.083389,0.4852,0.042134,-0.020885,305.416315,70.0,0.125523,-0.506085,0.5214192658063183,0.047026132958175496,-0.46018600023934775,0.4923136858965024,308.311515247938,-2.895200247938021
0.760466,-0.854529,-0.754417,-0.82002,135.309388,70.0,-1.514883,0.03450900000000001,1.515276006135516,1.1142611050777103,-2.314550986442064,1.1439092398424797,134.3797844270448,0.9296035729552159
-0.061872,0.119152,-0.024077,-2.8e-05,336.846101,70.0,0.037795,-0.11918,0.12502933425800522,0.02407701628109264,-3.140429718532376,0.1342584950310408,337.9077313963164,-1.0616303963164455
0.59558,-0.081645,0.103666,0.017304,290.671267,70.0,-0.491914,0.098949,0.5017671651244231,0.10510027579411958,0.1653958227247834,0.6011500997463113,293.1199621165343,-2.4486951165342816
-0.21267,-0.340744,-0.069568,-0.002928,337.543964,70.0,0.143102,0.337816,0.3668757722445024,0.06962959003182484,-3.099529162859679,0.4016652865707964,334.2920134207416,3.2519505792583914
-0.882492,-0.043047,0.487712,-0.012669,216.808256,70.0,1.370204,0.030378000000000002,1.3705407051598284,0.4878765197311713,-0.025970555545368618,0.8835412691397047,208.24237420240368,8.565881797596319
0.507972,-0.517868,0.392798,-0.121009,200.295911,70.0,-0.115174,0.39685899999999996,0.41323373066220037,0.41101514191693717,-0.2988432712542748,0.7254121712571412,201.97426034340774,-1.6783493434077457
0.184622,0.937768,-0.101036,-0.22295,159.268533,70.0,-0.285658,-1.1607180000000001,1.1953521525006765,0.24477535782018583,-1.9962898043206794,0.9557688552720266,180.40482837141104,-21.13629537141105
-0.935585,-0.378074,0.436287,-0.253727,181.078827,70.0,1.371872,0.12434700000000004,1.3774959022781157,0.5047016315586863,-0.5267502024201692,1.009088322051643,183.01253749901716,-1.9337104990171667
-0.293871,0.90982,-0.167604,-0.557061,132.219,70.0,0.126267,-1.4668809999999999,1.4723054110645657,0.5817285093039536,-1.8630528350032738,0.9561028171912265,141.35440388061434,-9.135403880614348
